   BENCHMARK INFORMATION
gps
benchmark definition:    benchmark-defs/gps.xml
name:                    gps
run sets:                SV-COMP24_unreach-call.Suite1-SVCOMP
date:                    Fri, 2025-06-27 04:53:50 UTC
tool:                    gps
tool executable:         /gps-ae/duet-gps/duet.exe
options:                 -monotone -cra-split-loops -gps-gas
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             6
hardware requirements:
- cpu cores:             6
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    ac8a6a12a11c
os:                      Linux-6.8.0-60-generic-x86_64-with-glibc2.39
cpu:                     13th Gen Intel Core i7-13700H
- cores:                 20
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     16421.941248 MB
------------------------------------------------------------



SV-COMP24_unreach-call.Suite1-SVCOMP
Run set 1 of 1 with options '-monotone -cra-split-loops -gps-gas' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-lit/bh2017-ex1-poly.yml                              true                             0.18        0.17        None
loop-lit/bh2017-ex3.yml                                   true                             0.16        0.17        None
loop-lit/bhmr2007.yml                                     true                             0.14        0.13        None
loop-lit/cggmp2005.yml                                    true                             0.13        0.13        None
loop-lit/cggmp2005_variant.yml                            true                             0.13        0.13        None
loop-lit/cggmp2005b.yml                                   true                             0.14        0.13        None
loop-lit/css2003.yml                                      true                             0.16        0.15        None
loop-lit/ddlm2013.yml                                     true                             0.77        0.78        None
loop-lit/gcnr2008.yml                                     false                            0.20        0.20        None
loop-lit/gj2007.c.i.p+lhb-reducer.yml                     true                             0.16        0.16        None
loop-lit/gj2007.c.i.p+nlh-reducer.yml                     true                             0.57        0.56        None
loop-lit/gj2007.yml                                       true                             0.14        0.14        None
loop-lit/gj2007b.yml                                      KILLED                          63.83       63.85        None
loop-lit/gr2006.yml                                       true                             0.15        0.13        None
loop-lit/gsv2008.c.i.p+cfa-reducer.yml                    true                             0.13        0.14        None
loop-lit/gsv2008.c.i.v+cfa-reducer.yml                    true                             0.14        0.14        None
loop-lit/gsv2008.c.i.v+lhb-reducer.yml                    true                             0.14        0.14        None
loop-lit/gsv2008.yml                                      true                             0.13        0.13        None
loop-lit/hh2012-ex1b.yml                                  true                             0.16        0.16        None
loop-lit/hh2012-ex2b.yml                                  true                             0.13        0.13        None
loop-lit/hh2012-ex3.yml                                   true                             0.16        0.16        None
loop-lit/hhk2008.yml                                      true                             0.13        0.12        None
loop-lit/jm2006.c.i.v+cfa-reducer.yml                     true                             0.14        0.13        None
loop-lit/jm2006.yml                                       true                             0.13        0.13        None
loop-lit/jm2006_variant.yml                               true                             0.14        0.13        None
loop-lit/mine2017-ex4.10.yml                              true                             0.13        0.13        None
loop-lit/mine2017-ex4.6.yml                               true                             0.13        0.13        None
loop-lit/mine2017-ex4.7.yml                               true                             0.13        0.14        None
loop-lit/mine2017-ex4.8.yml                               true                             0.13        0.13        None
loop-new/count_by_1.yml                                   true                             0.13        0.13        None
loop-new/count_by_1_variant.yml                           true                             0.13        0.13        None
loop-new/count_by_2.yml                                   true                             0.13        0.13        None
loop-new/count_by_k.yml                                   KILLED                         175.19      175.21        None
loop-new/count_by_nondet.yml                              KILLED                         383.78      383.84        None
