   BENCHMARK INFORMATION
benchmark definition:    benchmark-defs/veriabs.xml
name:                    veriabs
run sets:                SV-COMP24_unreach-call.Suite1-SVCOMP
date:                    Fri, 2025-06-27 20:00:13 UTC
tool:                    VeriAbs 1.5.1-2
tool executable:         /gps-ae/VeriAbs/scripts/veriabs
options:                 --sv22
resource limits:
- memory:                15000.0 MB
- time:                  900 s
- cpu cores:             8
hardware requirements:
- cpu model:             Intel Xeon E3-1230 v5 @ 3.40 GHz
- cpu cores:             8
- memory:                15000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    ac8a6a12a11c
os:                      Linux-6.8.0-60-generic-x86_64-with-glibc2.39
cpu:                     13th Gen Intel Core i7-13700H
- cores:                 20
- max frequency:         4800.0 MHz
- turbo boost enabled:   True
ram:                     16421.941248 MB
------------------------------------------------------------



SV-COMP24_unreach-call.Suite1-SVCOMP
Run set 1 of 1 with options '--sv22' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-invgen/string_concat-noarr.yml                       true                             7.28        2.79        None
loop-invgen/up.yml                                        true                             7.06        2.69        None
loop-lit/afnp2014.yml                                     true                             6.87        2.56        None
loop-lit/as2013-hybrid.yml                                unknown                         78.64       69.49        None
loop-lit/bh2017-ex-add.yml                                true                             9.41        3.46        None
loop-lit/bh2017-ex1-poly.yml                              true                             9.42        3.49        None
loop-lit/bh2017-ex3.yml                                   true                             9.27        3.38        None
loop-lit/bhmr2007.yml                                     true                             8.05        3.44        None
loop-lit/cggmp2005.yml                                    true                             7.14        2.69        None
loop-lit/cggmp2005_variant.yml                            true                             7.29        2.71        None
loop-lit/cggmp2005b.yml                                   true                             7.38        2.77        None
loop-lit/css2003.yml                                      true                             7.08        2.63        None
loop-lit/ddlm2013.yml                                     TIMEOUT                        213.41      201.02        None
loop-lit/gcnr2008.yml                                     false(unreach-call)             11.00        4.15        None
loop-lit/gj2007.c.i.p+lhb-reducer.yml                     true                            13.83        5.20        None
loop-lit/gj2007.c.i.p+nlh-reducer.yml                     true                            14.93        5.17        None
loop-lit/gj2007.yml                                       true                             9.77        3.85        None
loop-lit/gj2007b.yml                                      true                             9.56        3.54        None
loop-lit/gr2006.yml                                       true                            16.46        6.60        None
loop-lit/gsv2008.c.i.p+cfa-reducer.yml                    true                           231.03      108.96        None
loop-lit/gsv2008.c.i.v+cfa-reducer.yml                    true                           217.73      102.46        None
loop-lit/gsv2008.c.i.v+lhb-reducer.yml                    TIMEOUT                        417.06      201.02        None
loop-lit/gsv2008.yml                                      true                           135.90      124.31        None
loop-lit/hh2012-ex1b.yml                                  true                             7.12        2.65        None
loop-lit/hh2012-ex2b.yml                                  true                             9.49        3.55        None
loop-lit/hh2012-ex3.yml                                   true                             9.91        3.66        None
loop-lit/hhk2008.yml                                      true                             7.44        2.83        None
loop-lit/jm2006.c.i.v+cfa-reducer.yml                     TIMEOUT                        419.47      201.02        None
loop-lit/jm2006.yml                                       true                             7.21        2.94        None
loop-lit/jm2006_variant.yml                               true                             7.27        2.67        None
